"sentenceA"	"sentenceB"	"label"
"Die letzte Regel fügt sieben Branchengruppen hinzu, die den Berichtspflichten von Abschnitt 313 des Gesetzes über Notfallplanung und Gemeinschaftsrecht auf Kenntnisnahme von 1986 (EPCRA), 42 USC, unterliegen"	"Sieben Gruppen unterliegen den Meldepflichten."	"entailment"
"Ja, ich konnte es nicht einmal benutzen"	"Es war sehr hilfreich und ich bin mit der Leistung zufrieden."	"contradiction"
"Du stehst auf Rasen- und Gartenarbeit"	"Und du hasst es, außerhalb des Hauses zu sein."	"contradiction"
"Quellenangaben werden in den nicht autorisierenden Absätzen als Fußnoten angegeben, um eine aussagekräftigere Identifizierung der Quellen zu ermöglichen."	"Verweise werden in den nicht autorisierenden Absätzen am Ende der Seite gegeben, da sie den Quellen aussagekräftigere Begriffe geben."	"neutral"
"HCFA erhielt 409 Kommentare in der Antwort auf die Mitteilung."	"Das HCFA erhielt 409 Kommentare zu der Mitteilung."	"entailment"
"Die FCC hat keine anderen Statuten oder Ausführungsverordnungen identifiziert, die Anforderungen an die Regelsetzung stellen."	"Die FCC legt einige Gesetze fest, die Anforderungen an die Regelsetzung stellen."	"neutral"
"Denkmäler feiern normalerweise Helden oder erinnern an Siege oder ehren Könige oder Heilige; Aber der Eiffelturm ist ein Denkmal um seiner selbst willen, eine stolze Geste für die Welt."	"Der Eiffelturm ist ein beschämendes Bauwerk, das von der Welt nicht sehr geschätzt wird."	"contradiction"
"Ich weiß nicht, wie du es nennst, so viele verschiedene Dinge, die du durchmachen musst, bevor sie tatsächlich die Todesstrafe verhängen, dass ich nicht so sicher bin, ob es viel fairer erscheint als früher"	"Die Todesstrafe kann heutzutage fairer sein."	"neutral"
"Dann schwankte sie in Ohnmacht zu Boden."	"Sie wurde nicht ohnmächtig."	"contradiction"
"Mode scheint jetzt wie ein Club mit einem privaten Jargon, der keinen Raum für das Spiel sensibler literarischer Exposition lässt."	"Teure Kleidung verhindert, dass Menschen sich mit Mode beschäftigen."	"neutral"
"Die Strohsäcke, die Ibicencos und Besucher zum Einkaufen oder zum Tragen von Strandausrüstung über die Schultern hängen, sind nützlich und kostengünstig."	"Menschen benutzen manchmal Strohsäcke, um einzukaufen oder Dinge herumzutragen."	"entailment"
"Was halten Sie von diesem neuen Verbündeten? Er trägt keine Rüstung, kämpft mit Messern und bewegt sich wie der Wind &quot;, sagte Ca&#39;daan."	"Ca&#39;daan mag den neuen Verbündeten überhaupt nicht."	"neutral"
"Nur zufällig stieß ich beim Surfen und ohne vorherige Ankündigung auf eine Sendung von Don Giovanni, die sehr gut war."	"Don Giovanni hatte einen Gast in seiner Show und sprach über Politik."	"neutral"
"Der Markt fiel in Erwartung eines zinsbedingten Anstiegs der Zinssätze auf der bevorstehenden Fed-Sitzung."	"Der Markt dachte, die Fed würde die Zinsen erhöhen."	"entailment"
"Die Regeln, die wir immer hatten, sind, dass Politik am Ufer anhält, sagte ein hochrangiger Beamter des Weißen Hauses und sprach unter der Bedingung der Anonymität."	"Russland liefert dem Weißen Haus normalerweise aktuelle politische Fakten."	"contradiction"
"uh-huh yeah das uh yeah es ist es uh es ist bequem zu haben, dass du es weißt und es und wenn du mit dem American Express viel mehr kannst, wenn wir es tun, wenn wir auf Reisen sind"	"Mit einer Kreditkarte kann man auf Reisen nicht viel anfangen."	"contradiction"
"Angenommen, wir probieren einige der östlichen Methoden aus und sehen, wie sie bei unseren wilden funktionieren."	"Versuchen wir nichts Neues mit den Wilden."	"contradiction"
"Ja, aber es ist schwer, es als Rancher oder Bauer zu schaffen"	"Es ist einfach, als Rancher oder Bauer seinen Lebensunterhalt zu verdienen."	"contradiction"
"Es gibt keine richtige Kontrolle mehr über die Elementare. &quot;Er schien jedoch nicht allzu unzufrieden zu sein, als er das Ding tanzen sah."	"Er war apathisch gegenüber dem Ding, das abtanzte."	"entailment"
"des Bürgerkriegs und es ist keine Geschichte des Bürgerkriegs, es ist eine Geschichte der gesamten Politik und der Lobbyarbeit und im Grunde genommen von Staat zu Staat Ereignisse, die dazu geführt haben"	"Es ist eine Geschichte über den Zweiten Weltkrieg und Hitler."	"contradiction"
"Dies ist das Hauptquartier der Ravenglass and Eskdale Railway. Die kleinen Züge übernachten hier auf den Abstellgleisen."	"Das Haus der Ravenglass und Eskdale Railway trainiert nachts."	"entailment"
"Die Forderung von LSC nach staatlicher Planung aus dem Jahr 1998 fiel mit einer aktiven Zeit in der kalifornischen Justiz zusammen."	"Die Forderung von LSC nach staatlicher Planung im Jahr 1998 fiel mit einer aktiven Phase innerhalb der kalifornischen Justizgemeinschaft zusammen."	"entailment"
"Nun, Sie können eine Walking-Mitgliedschaft für zweihundert Dollar pro Jahr auf dem Kurs hier unten bekommen, ja"	"Es ist Ihnen nicht möglich, eine Walking-Mitgliedschaft zu erhalten."	"contradiction"
"Selbst wenn es mit Windows 98 kostenlos geliefert wird, zahlen Sie tatsächlich einen kombinierten Preis für das Betriebssystem und den Browser, der sicherlich höher ist als der Preis, den Microsoft allein für ein Betriebssystem berechnen würde."	"Sie erhalten ein großartiges Paket mit Windows 98 und dem Browser."	"entailment"
"Das interessante edwardianische Gebäude war früher das Pathologische Institut, das gegründet wurde, um den 30-jährigen Ausbruch der Beulenpest im 19. Jahrhundert zu bekämpfen."	"Das Institut wurde gegründet, um die Beulenpest zu bekämpfen."	"entailment"
"Daher Whiteheads Argument, das an mehreren Orten wiederholt wurde, dass das Urteil Opfer sexueller Belästigung davon abhalten würde, sich zu melden."	"Daher unterstützt Whitehead sexuelle Belästigung."	"neutral"
"Ich denke, wir sind dem Zeitplan ein wenig voraus"	"Ich denke, wir haben viel Zeit und Vorteil."	"neutral"
"Die Pinzette, Hastings! Ich gab sie ihm schnell und mit Geschick zog er ein kleines Stück halb verkohltes Papier heraus."	"Ich habe ihm die Pinzette nicht gegeben."	"contradiction"
"Dies ist die Nachricht. Ich ließ meine Stimme noch leiser fallen."	"Dies ist die Nachricht, die sie gesendet hat. Ich brachte meine Stimme zum Flüstern."	"neutral"
"Wir müssen gehen, sagte Jon."	"Jon sagte, die Gruppe müsse in die Höhlen gehen."	"neutral"
"Wenn Sie Internet Explorer 4.0, die neue Version des Microsoft-Browsers, installiert haben, möchten Sie vielleicht einen Blick in unser neues Inhaltsverzeichnis werfen, das speziell entwickelt wurde, um die Fortschritte in Internet Explorer 4.0 zu nutzen."	"Mit Internet Explorer 4.0 können Sie unser neues Inhaltsverzeichnis für Internet Explorer 4.0-Benutzer nutzen."	"neutral"
"Heute findet der Besucher eine Atmosphäre von eher trostloser Gelassenheit, die an sich so eindrucksvoll ist wie die verbleibenden Betonbunker und Blockhäuser, einige einfache Denkmäler an den Orten des Geschehens und die kilometerlangen Kreuzungen auf den Militärfriedhöfen."	"Besucher können einen Rundgang machen, um die Überreste der Kriegszeit zu sehen."	"neutral"
"Implementierung des SCR-Systems in der TVA Paradise Unit 2"	"Implementierung von Nervengasagenten in der TVA Paradise Unit 11."	"contradiction"
"Das Beste ist jedoch, dass ich die Hybris vermeide, meine Ideen einer angemessenen Formalität auf andere zu übertragen, selbst auf diejenigen, die mir zustimmen."	"Ich vermeide die Arroganz, meine Meinung zu angemessenen Formalitäten gegenüber anderen durchzusetzen."	"entailment"
"Das malerische Fort wurde im 17. Jahrhundert erbaut und Mitte des 18. Jahrhunderts erweitert und beherbergt heute ein bescheidenes Museu de Arte Con? Tem? Por? Nea (Museum für zeitgenössische Kunst)."	"Das alte Fort beherbergt heute das Museu de Arte Contemporanea. Es wurde in den 70er Jahren für das Museum restauriert."	"neutral"
"Es hat mich sehr erschreckt. «Sie legte die Hand auf den Kopf."	"Sie legte ihre Hand auf ihren Kopf."	"entailment"
"Stunden zuvor hatte Netanjahu in einer Rede darauf bestanden, dass Israel den raschen Bau eines umstrittenen Wohnprojekts in Ostjerusalem nicht stoppen oder weitere Zugeständnisse machen würde, um den Terrorismus zu stoppen."	"Netanjahu sprach mit der Regierung Irsrali."	"neutral"
"(Das Haupthaus ist für die Öffentlichkeit geschlossen.)"	"Das Haupthaus ist wegen der vielen Renovierungsarbeiten nicht zugänglich."	"neutral"
"Ja, seine Auswahl ist im Trend und wird schlecht und schnell datiert."	"Seine Entscheidungen zeigen die Kultur um ihn herum."	"entailment"
"Was ist soziale Sicherheit, aber eine Arbeitsleistung?"	"Was macht die soziale Sicherheit hier?"	"contradiction"
"Italienische Kommunistische Partei gegründet."	"Der Kommunismus wurde geschaffen."	"entailment"
"Die Informationen, die während einer Risikobewertung entwickelt wurden, bilden die Grundlage oder Grundlage, auf der das Management Art und Art der erforderlichen Korrekturmaßnahmen bestimmen kann, und geben dem Management grundlegende Informationen zur Messung des Fortschritts bei der Reduzierung unzulässiger Zahlungen."	"Um unangemessenes Zahlungsmanagement zu reduzieren, muss nur ein Bewertungsprogramm durchgeführt werden."	"contradiction"
"Die Wähler wählten Clinton als Präsidenten für die zweite Amtszeit."	"Die Leute waren zuversichtlich, dass Clinton während seiner zweiten Amtszeit als Präsident besser abschneiden würde."	"neutral"
"Brennen Sie, wie ich die Goldrauschjahre im Internet überlebt habe, von Michael Wolff (Simon &amp; Schuster)."	"Der neueste Roman von Michael Wolff, &quot;Wie ich die Goldrauschjahre im Internet überlebt habe&quot;, ist das beste Buch, das jemals jemand gelesen hat."	"contradiction"
"Von innen waren die Wände des Eies so durchsichtig, dass er trübe Umrisse dessen sehen konnte, was dahinter lag."	"Er konnte die Umrisse eines Gebäudes durch die transparente Wand des Eies sehen."	"neutral"
"In diesem Leitfaden werden viele der strategischen Maßnahmen der Studienteilnehmer 4 zur Reduzierung unzulässiger Zahlungen hervorgehoben."	"Gegen unzulässige Zahlungen werden keine Maßnahmen ergriffen."	"contradiction"
"Bei Nachrüstungen ab 2005 haben Anlagenbesitzer voraussichtlich mehr als drei Jahre Zeit, um diese Arbeiten abzuschließen, da viele dieser Nachrüstungen bereits begonnen haben."	"Anlagenbesitzer haben in der Regel mehr als drei Jahre Zeit, um die Arbeiten abzuschließen."	"entailment"
"Ja, sie macht das, aber sie ja, ähm, wenn sie natürlich will, ähm, ähm, das stimmt, ja, sie macht das, das stimmt, das stimmt"	"Sie tut das, weil sie so erzogen wurde."	"neutral"
"Aber unsere Vorurteile zeigen sich."	"Wir haben diskriminiert."	"entailment"
"Dies legte das Muster der hierarchischen Herrschaft fest, das bis zur letzten Hälfte des 19. Jahrhunderts vorherrschen sollte (einige würden zumindest wirtschaftlich behaupten, dass es bis heute besteht)."	"Ein System hierarchischer Herrschaft bestand bis zum Ende des 19. Jahrhunderts."	"entailment"
"Ja und sind laut. Wenn er laut wird, ist es nicht zu viel, was die anderen Leute nicht stört"	"Er stört immer alle, wenn er laut wird."	"contradiction"
"In den Today&#39;s Papers vom 16. Juli wird gefragt, was über Hillary Clinton gesagt wird, dass sie sich geweigert hat, zu einer USA Today-Geschichte über ihre Partnerschaft mit Madeleine Albright Stellung zu nehmen."	"Hillary Clinton mochte Albright überhaupt nicht."	"neutral"
"Das Urteil, das im Juni erwartet wird, wird die Auslegung des Mandats des Anwalts des Weißen Hauses durch das Gericht aktivieren. Kein gesetzlicher Präzedenzfall prognostiziert die Entscheidung."	"Das Urteil wird frühestens im August erwartet."	"contradiction"
"Das gehobene Powerscourt Townhouse Center ist wahrscheinlich das interessanteste (ein Schild weist den Weg direkt hinter Bewleys zum Eingang der Clarendon Street)."	"Das Powerscourt Townhouse Center ist uninteressant."	"contradiction"
"Also dachte ich, ich hätte bessere Dinge zu tun, ich kann das selbst tun und oh, ich glaube, ich machte mich bereit zu beginnen, es war nicht einmal aus, also fing ich an, es aufzubocken und so weiter und so oder so Der Wagenheber ist ausgerutscht. Es ist einer von denen, die Ratschen haben"	"Es war eine ereignislose Erfahrung."	"contradiction"
"ähm, sie haben eine Menge zu tun, um wieder aufzubauen. Sie haben in der Nebensaison gegen viele neue Spieler getauscht. Es sieht so aus, als würde es ihnen helfen, aber ich denke, dies wird ein Jahr, in dem sie sich zusammenreißen und schauen müssen für die Zukunft"	"Sie müssen neue Spieler für die kommende Saison bekommen."	"neutral"
"Jetzt ist es besser."	"Es war das Schlimmste zuvor."	"neutral"
"Er wollte es beiseite schieben, aber Nemas Hand hielt ihn fest."	"Er wischte es weg, während Nema zustimmend nickte."	"contradiction"
"Ja, aber was, was, was sind die Schritte"	"Was sind die Schritte zur Installation der Software?"	"neutral"
"Ich meine, es scheint mir, dass man Entscheidungen haben könnte, wenn man das System radikal umstrukturiert, aber das ist zu diesem Zeitpunkt nicht wirklich eine Möglichkeit, es hat seine eigene Trägheit und"	"Es gäbe mehr Auswahlmöglichkeiten, wenn das System signifikanter geändert werden könnte."	"entailment"
"Ja, ich erwarte, dass es ja würde, aber Junge, es würde dich über das Wasser bewegen"	"Ich bin sicher, dass der Motor Sie und Ihre Kinder problemlos über das Wasser bewegen kann."	"neutral"
"In der anderen Grube kämpfte ein großer Mann gegen einen großen Hund in Lederrüstung."	"Dennis, der dünne Junge aus dem Block, wurde von einer kleinen Katze angegriffen."	"contradiction"
"Ich hätte es nicht besser sagen können."	"Ich kann es sicherlich besser machen als das, was du gesagt hast."	"contradiction"
"Die Strohsäcke, die Ibicencos und Besucher zum Einkaufen oder zum Tragen von Strandausrüstung über die Schultern hängen, sind nützlich und kostengünstig."	"Die Strohsäcke, die die Leute benutzen, werden alle von Hand hergestellt."	"neutral"
"Für einen Mann von dreißig Jahren, der immer ein dürrer, schüchterner Zwerg wie der auf den &quot;Vorher&quot; -Bildern gewesen war, hatte er alles richtig gemacht."	"Für einen alten Mann, der immer übergewichtig gewesen war, ging es ihm gut."	"contradiction"
"Im Boden neben der zentralen Tür befindet sich die große runde Platte aus rotem Porphyr, auf der König Karl der Große im Jahr 800 zu seiner Krönung als Kaiser kniete."	"Der Porphyr im Boden ist blau gefärbt."	"contradiction"
"Gegenreformation und Aufklärung"	"Protestantische Reformation und Renaissance"	"contradiction"
"Sie haben sich bisher außerordentlich gut geschlagen, aber es ist eher schade, als was Sie ihn kennen. Mr. Carter, um Ihnen zwei junge Dinge in eine solche Angelegenheit zu verwandeln."	"Mr.Carter versuchte nicht, sie in diese Angelegenheit einzubeziehen."	"contradiction"
"ah senior okay, also gibt es nicht uh"	"Es gibt keinen Grund, warum er kein Senior ist."	"neutral"
"Um matschigen Lehrplänen (ganze Mathematik, Multikulturalismus) entgegenzuwirken und auf dem hart umkämpften College-Track Schritt zu halten."	"Die College-Strecke ist sehr wettbewerbsfähig."	"entailment"
"Red sagte: &quot;Ssh."	"Red dachte, jeder sollte laut schreien."	"contradiction"
"Es lässt die Sonne aufgehen und beleuchtet den Weg zu einer neuen Computerarchitektur."	"Eine neue Computerarchitektur liegt vor uns."	"entailment"
"Diese Website bietet ein Lösungszentrum mit Best Practices und Fallstudien in staatlichen und lokalen Behörden."	"Das Solution Center ist benutzerfreundlich."	"neutral"
"Sie war Autorin von Global Labour Rights und des Alien Tort Claims Act, der 1998 in der Texas Law Review veröffentlicht wurde, und Mitautorin von Aliens und des Duty of Haitian Centers Council v."	"Dieses Gesetz ermöglichte es vielen Kindern in Ländern der 3. Welt, aus der Armut herauszukommen."	"neutral"
"Nun gut, Sie wissen, dass es schwierig ist, denn dann fangen Sie an, über Steuern zu sprechen, und das ist ein schlechtes Wort"	"Jeder liebt Steuern, liebt es, sie zu bezahlen und liebt es, ununterbrochen über sie zu sprechen."	"contradiction"
"Ich möchte nur vom Klingeln des Telefons wegkommen, weil es mich wirklich nervt und wenn ich tagsüber viele Telefonanrufe hatte, wenn wir gelegentlich wie in der vergangenen Woche haben, müssen wir eine Menge Fehlerbehebung durchführen, wenn Die Programmierer haben ein neues System installiert und das Telefon klingelt wie verrückt und Sie kommen nach Hause. Das Letzte, was Sie tun möchten, ist, den Anruf anzunehmen und wenn es ein Verkäufer ist, der es nur noch schlimmer macht, und ich verstehe es einfach dorthin, wo ich den Anrufbeantworter einschalte und ihn einfach abheben lasse, aber jetzt mit diesem Ding, an dem ich teilnehme, muss ich es irgendwie beantworten, weil man nie weiß, ob es die Telefonzentrale ist oder ob es jemand ist, der das anruft du willst wirklich nicht telefonieren"	"Egal in welcher Situation, ich freue mich immer über einen Anruf."	"contradiction"
"Sobald es bekannt ist, würde ich nicht geben, dass &quot;er mit den Fingern schnippte&quot; für das Leben dieser beiden Mädchen."	"Er sagte, dass es nichts gab, was er für diese beiden kleinen Mädchen nicht aufgeben würde."	"contradiction"
"Halten Sie an der byzantinischen Kirche im Dorf an, wo Sie auch Stein von der antiken Stätte finden, die hier verwendet wird, und sehen Sie den Steinausführungsblock der Märtyrer."	"Die byzantinische Kirche wurde aus Stein gebaut, der aus dem nahe gelegenen Tal stammt."	"neutral"
"Dann also Miss Janet Vandemeyer."	"Miss Vandemyer ist die Tochter von Frau Vandemeyer"	"neutral"
"Ich hielt meine Gedanken zwischen den beiden offen."	"Ich habe beiden zugehört."	"entailment"
"Die Regeln werden mit der Autorität veröffentlicht, die im Communications Act von 1934 in der geänderten Fassung, 47 USC, vorgesehen ist"	"Die Regeln enthalten die Befugnisse, die das Kommunikationsgesetz einführt."	"entailment"
"Hm! sagte Tuppence."	"Tuppence antwortete nicht und sagte nichts."	"contradiction"
"Wenn diese Schuldverschreibungen vor Fälligkeit eingezogen werden, sollte die etwaige Differenz zwischen dem Rücknahmepreis und dem Nettobuchwert der erloschenen Schuldtitel von dem Fonds, dem die Wertpapiere gehörten, als Gewinn oder Verlust erfasst werden."	"Es besteht kein Unterschied zwischen der Rückzahlung von Schuldtiteln vor Fälligkeit."	"contradiction"
"Projekte oder etwas am Wochenende, von dem Sie wissen, dass wir gerne ausgehen, ausgehen"	"Am Wochenende gehen wir nicht gerne aus."	"contradiction"
"Dieses Gremium empfahl die Verwendung von prospektiven Langzeitkohortenstudien zur Abschätzung der Verringerung des Mortalitätsrisikos (EPA-SAB-COUNCIL-ADV-99-005, 1999)."	"Das Gremium empfahl die Verwendung prospektiver Langzeitkohortenstudien."	"entailment"
"Wie könnte ich einer Chance widerstehen, meiner Sommerbräune einen Vorsprung zu verschaffen?"	"Der Mann wollte die Gelegenheit zur Bräune nicht verpassen."	"entailment"
"ähm ja alle, die ich kenne, mein Schwager hat drei kleine Kinder ab sieben Jahren und sie machen Familienurlaub und sie gehen gerne Skifahren, das mittlere Mädchen bekommt aber nicht viel Aufmerksamkeit uh diese letzte Skireise, die sie unternahmen, hatte sie zuerst Windpocken bekommen und dann verteilte sie sie an ihre kleine jüngere Schwester und ihren Bruder und sie bekamen sie erst zu Beginn des"	"Mein Schwager hat keine Kinder."	"contradiction"
"Edo expandierte schnell, um die 80.000 Gefolgsleute von Ieyasu und ihre Familien sowie die unzähligen einfachen Leute aufzunehmen, die ihren täglichen Bedürfnissen dienten."	"80.000 Gefolgsleute und ihre Familien flohen von Ieyasu nach Edo."	"entailment"
"du musst nicht ich meine ist das etwas, das du nicht sehen musst, da du es nicht wie dein bist"	"Sie müssen den Film nicht sehen."	"neutral"
"Daten der Küstenwache zeigen, dass die Wirksamkeit ihrer Mission jetzt dramatisch verbessert wurde."	"Daten der Küstenwache zeigen, dass die Missionswirksamkeit dramatisch abgenommen hat."	"contradiction"
"Kofukujis viele erhaltene Kunstwerke und Artefakte befinden sich in seinem neuesten Gebäude, dem Museum of National Treasures, einem feuerfesten Aufbewahrungsort, der 1958 erbaut wurde, um Kofukujis immense kulturelle und historische Bedeutung zu würdigen."	"Kofukujis Kultur und Geschichte wird nicht als zu wichtig angesehen."	"contradiction"
"Okay, das wären zwei lange Semester und vielleicht ein Sommer, oder?"	"Das sind also möglicherweise zwei Semester und ein Sommer."	"entailment"
"Ja, natürlich sind sie ähm, sie werden es wahrscheinlich für eine Fortsetzung oder so in der Zukunft einrichten und ähm"	"Ich habe bessere Filme gesehen, aber sie bereiten sich wahrscheinlich schon auf eine Fortsetzung vor."	"neutral"
"Schwarze Beschäftigung, Wohneigentum, akademische Leistungen und College-Einschreibung sind gestiegen; außereheliche Geburten, Gewaltverbrechen, Armut und Sozialhilfe sind rückläufig."	"Die schwarze Gemeinschaft macht positive Schritte."	"entailment"
"Zu den Mitgliedern des Ausschusses gehörten Telefonausrüstungshersteller, Arbeitgeber, Krankenhäuser und Pflegeheime, Hotels und Motels, Menschen mit Behinderungen und ein FCC-Vertreter."	"Das Komitee bestand aus vielen verschiedenen Mitgliedern auf verschiedenen Karrierewegen."	"entailment"
"Es ist aufschlussreich zu spekulieren, wie diese Fälle entschieden worden wären, wenn der Kongress a504 (a) (16) ohne seinen Vorbehalt erlassen hätte (der nur das allgemeine Verbot von Rechtsstreitigkeiten, Lobbyarbeit oder Regelsetzung vorschreibt, das eine Reform des Bundes oder des Staates beinhaltet System), und wenn die Positionen der Parteien vor uns hier umgekehrt wurden."	"Alle Wohlfahrtssysteme werden vom Bund geführt."	"contradiction"
"Fast alle sind sich heute einig, dass der Vietnamkrieg nicht zu gewinnen war und unnötig verlängert wurde, damit Amerika das Gesicht retten konnte."	"Fast jeder glaubt jetzt, Vietnam sei nicht zu gewinnen."	"entailment"
"Hier finden Sie die zerstörte Abtei von St. Colm, die im 12. Jahrhundert gegründet wurde und nach St. Columba benannt wurde, die das Christentum 600 Jahre zuvor nach Westschottland gebracht hatte."	"Bis zum 12. Jahrhundert hatte Schottland keinen Kontakt zum Christentum."	"contradiction"
"Im Angebot finden Sie immer noch interessante Aromen und Farbstoffe sowie getrocknete Hibiskusblüten, aus denen süßer Tee hergestellt wird."	"Sie können keine getrockneten Hibiskusblüten, Farbstoffe oder Aromen zum Verkauf finden."	"contradiction"
"Diejenigen Menschen, die zunächst möglicherweise nicht bereit sind, sich der Allgegenwart des Todes entlang des Flusses zu stellen, werden von der einfachen Würde der Bestattungsriten hier beeindruckt sein."	"Bestattungsriten in der Nähe des Flusses sind sehr extravagant und manchmal beleidigend."	"contradiction"
"Der Tempel befindet sich in der Mitte eines ummauerten Geheges mit einer Schatzkammer aus kleinen Skulpturen und Schreinen."	"Der Tempel ist rundum von Mauern umgeben."	"entailment"
"Trotz des Erfolgs von LSC und seiner zahlreichen Beiträge zum Zugang zu Justiz für Amerikaner mit niedrigem Einkommen werden seine Erfolge von der Tatsache überschattet, dass so viele in unserer Gesellschaft weiterhin unter Ungerechtigkeit leiden und keinen Zugang zu unserem Justizsystem erhalten."	"Das LSC hat auf lokaler Ebene große Auswirkungen, aber in vielen anderen Bereichen fehlen noch Dienstleistungen."	"neutral"
"Je nachdem, wie viel Zeit Sie für diesen wichtigen ersten Geschmack haben, empfehlen wir Ihnen, mindestens zwei oder sogar drei der Regionen zu besuchen."	"Sie sollten nicht außerhalb der ersten Region reisen, die Sie besuchen."	"contradiction"
"Stattdessen sendet die Times eine Liste an Buchhandlungen, in der angegeben ist, welche Bücher sie als potenzielle zukünftige Bestseller verfolgen, und fragt nach Verkaufsinformationen zu diesen Büchern (und allen anderen, über die die Buchhandlungen berichten möchten)."	"Die Times generiert keine Liste von Büchern."	"contradiction"
"! Beschreiben der Vorteile, die Dienste wie juristische Ausbildung in der Gemeinde, Unterstützung an sich und Überweisungen an kommunale Einrichtungen für die von LSC-Stipendiaten betreuten Gemeinden bieten."	"LSC gewährt Zuschüsse an Personen, die Mitgliedern der Community mit mittlerem Einkommen helfen."	"contradiction"
"Ein großer Mann in eiserner Rüstung richtete einen Speer auf Jon und Adrin und brüllte einen Befehl zum Streik."	"Der Mann führte eine Armee an."	"neutral"
"Die Sprache ist ihr größtes Hindernis, aber auch die kulturelle Isolation der asiatischen Gemeinschaften und das mangelnde kulturelle Fachwissen der Dienstleister spielen eine Rolle, sagte Neal Dubovitz, Executive Director von NLS."	"Die Sprachbarriere ist die größte Herausforderung."	"entailment"
"Zwei Säulen, die vom griechischen Apollontempel erhalten sind, stehen wie ein Tor, aber die spanische Ära hat ihm ein charmantes Ambiente von Barockhäusern aus dem 17. Jahrhundert mit eisernen Balkonen verliehen, die von Blumenschnitzereien und einer gelegentlichen Steinnymphe getragen werden."	"Es besteht aus Teilen des griechischen Apollontempels und spanischen Barockhäusern."	"entailment"
"Die beiden Agenturen bieten einkommensschwachen Menschen, einschließlich Opfern häuslicher Gewalt, in Zivilsachen eine kostenlose rechtliche Vertretung."	"Es gibt mehr als eine Agentur, die Menschen, die nicht reich sind, Rechtshilfe in Zivilsachen bietet."	"entailment"
"Acht Techniken - manchmal alle in derselben Studie - werden verwendet, um Informationen zu sammeln (Neustadt und Fineberg, 1978; Yin, 1989)."	"Manchmal werden alle acht Techniken in derselben Studie verwendet."	"entailment"
"Der MEL-Sorptionsmittelverbrauch für eine 4-prozentige Schwefelkohle beträgt ungefähr 17 bis 18 Tonnen pro Stunde."	"Der MEL-Sorptionsmittelverbrauch für eine 14-prozentige Schwefelkohle beträgt ungefähr 17 bis 18 Tonnen pro Stunde."	"neutral"
"Die Technologie befähigt zwar Millionen potenzieller Urheberrechtsverletzer."	"Die Technologie ermöglicht es Urheberrechtsverletzern, das zu tun, was sie tun."	"entailment"
"Die Menge beruhigte sich, als sich ein neuer Fahrer näherte."	"Sie waren erstaunt über die Auftritte der neuen Fahrer."	"neutral"
"Nun, ich glaube nicht, dass es eine Möglichkeit gibt, wie Sie sagen können, dass dieser Vorschlag irgendwohin gelangen würde, weil ich meine, dass ich bis zu diesem Anruf, den Sie kennen, noch nie davon gehört habe"	"Ein Vorschlag muss über umfassende Kenntnisse und Genehmigungen verfügen, bevor er irgendwohin gelangen kann."	"neutral"
"Ja, aber aber sind die Werkzeuge, die ähm, wenn Sie schneiden, sprechen Sie über Schneidausrüstung oder Werkzeuge für die Einrichtung"	"Ich glaube nicht, dass Sie über Werkzeuge oder Schneidgeräte sprechen."	"contradiction"
"Bezahlen Sie den Museumseintritt, nehmen Sie die Rolltreppen, die in transparenten Röhren von links unten nach rechts oben verlaufen, und sehen Sie, wie sich Paris vor Ihren Augen entfaltet."	"Die Idee, Rolltreppen in transparenten Rohren zu haben, wurde zunächst verspottet."	"neutral"
"A&#39;deem verneigte sich."	"A&#39;deem setzte sich und ignorierte die vor ihm."	"contradiction"
"Sie drehte sich und der Umhang fiel weg."	"Sie bückte sich und hob den Umhang auf."	"contradiction"
"NRCS stellte uns eine vollständige Kopie der Umweltprüfung und der Feststellung, dass keine wesentlichen Auswirkungen vorliegen, zur Verfügung."	"In der Umweltprüfung wurden die Berichte der Abwasseranalyse ausführlich beschrieben."	"neutral"
"Ja, das Justizsystem oder und was wir über den Richter denken, der es so ändert, dass der Richter die Verurteilung oder keine Verurteilung vornehmen würde"	"Wenn der Richter keine Urteile fällen würde, welche Auswirkungen hätte das auf die amerikanischen Bürger?"	"neutral"
"Da diese Änderungen in den Jahren 2000 und 2001 vorgenommen wurden, ist es noch zu früh, um zu bestimmen, wie effektiv sie in die Praxis umgesetzt werden."	"Das Jahr 2000 hat sich nicht verändert."	"contradiction"
"Kostspielige Fehler oder schmerzhafte Beschuldigungen liegen auf beiden Seiten meiner Position."	"Auf beiden Seiten meiner Haltung liegen zwei verschiedene Dinge."	"entailment"
"in ungefähr drei Tagen!"	"Es ist in drei Tagen, am Donnerstag."	"neutral"
"Bei der Ankunft im Hafen von Chios Town ist es verlockend, schnell durchzukommen, denn es ist ein trostloses Willkommen auf der Insel."	"Besucher nehmen sich dort Zeit, um Chios Town zu erreichen, da sie einladend sind"	"contradiction"
"Die Ruinen Jerusalems wurden kurzzeitig befreit, aber am Ende wurde der jüdische Widerstand gegen Rom mit großem Verlust an Leben besiegt."	"Viele Juden starben aufgrund des Widerstands gegen Rom."	"entailment"
"Das Modell hebt die Art des Denkens hervor, die Agenturen anwenden sollten, sowie einige der Schritte, die sie unternehmen können, um Fortschritte bei der strategischen Verwaltung des Humankapitals zu erzielen."	"Das Modell hebt die Denkweisen hervor, die Agenturen anwenden sollten."	"entailment"
